User ID,Transaction ID,Timestamp,Transaction Amount,Device ID,IP Address,Location,Keystroke Dynamics,Mouse Dynamics,Scroll Patterns,Touch Dynamics,Gesture Dynamics,Device Orientation,Transaction Type,Merchant Category,Browser Type,Operating System,Is Fraud
90488,24108,21-02-2024 18:43,478.92,561951c4-6814-4125-9e4a-a415dda51bf7,209.182.232.97,North Andre,"[0.14, 0.21, 0.18]","Move: (x:133, y:177), Click: (x:126, y:193)","ScrollLength: 128px, ScrollSpeed: 35px/s",N/A,N/A,Portrait,Account Funding,Utilities,Safari,iOS,Yes
56252,97040,17-03-2024 16:55,618.84,d8adfff0-ef8a-4264-beea-27a5b121e6ad,143.29.97.111,East Chadbury,"[0.14, 0.18, 0.16]","Move: (x:193, y:133), Click: (x:380, y:172)","ScrollLength: 333px, ScrollSpeed: 16px/s",N/A,N/A,N/A,Online Purchase,Clothing,Chrome,Linux,Yes
66703,41065,11-01-2024 17:38,706.31,1c8b2429-d1b3-435b-aff2-14eb5d981d3b,46.229.81.206,Ginaside,"[0.2, 0.06, 0.24]","Move: (x:208, y:58), Click: (x:363, y:103)","ScrollLength: 416px, ScrollSpeed: 17px/s",N/A,N/A,Portrait,Online Purchase,Entertainment,Opera,Windows 11,Yes
57994,42525,27-03-2024 15:38,266.9,8b2c06ef-7b19-42f2-af31-3b493bc68228,19.236.125.231,East Kimburgh,"[0.1, 0.13, 0.05]","Move: (x:74, y:290), Click: (x:227, y:354)","ScrollLength: 191px, ScrollSpeed: 30px/s",N/A,N/A,N/A,Account Funding,Entertainment,Opera,Android,Yes
36807,22723,07-02-2024 16:49,296.4,2843829c-09a2-438c-ae97-25e3dd624c44,105.103.186.110,Port Williamview,"[0.29, 0.19, 0.1]","Move: (x:206, y:237), Click: (x:157, y:380)","ScrollLength: 137px, ScrollSpeed: 33px/s",N/A,N/A,Portrait,Bank Transfer,Utilities,Safari,macOS,Yes
43981,82799,07-02-2024 06:56,654.44,0b5ebb56-a40e-43a5-91b6-bb669afc4c82,130.248.110.16,West Jimmy,"[0.25, 0.19, 0.06]","Move: (x:152, y:144), Click: (x:287, y:110)","ScrollLength: 464px, ScrollSpeed: 26px/s",N/A,N/A,Portrait,Online Purchase,Entertainment,Firefox,Windows 11,Yes
41245,47079,02-04-2024 08:15,259.66,7e9a2473-5409-45c8-b943-519a47201180,82.94.41.13,Samuelstad,"[0.27, 0.19, 0.18]","Move: (x:115, y:222), Click: (x:232, y:231)","ScrollLength: 201px, ScrollSpeed: 37px/s",N/A,N/A,N/A,Bank Transfer,Grocery,Opera,Windows 10,Yes
59071,30200,09-02-2024 09:13,205.59,8b953c36-f416-4f60-99d7-863cb907ba88,145.199.151.42,Ericstad,"[0.22, 0.23, 0.24]","Move: (x:295, y:160), Click: (x:273, y:312)","ScrollLength: 284px, ScrollSpeed: 47px/s",N/A,N/A,Portrait,Bank Transfer,Entertainment,Opera,Android,Yes
78108,64827,13-01-2024 03:20,456.34,08803ccd-473b-4e4e-baa9-4181b748e518,105.204.119.242,South Crystalview,"[0.27, 0.12, 0.12]","Move: (x:144, y:273), Click: (x:198, y:322)","ScrollLength: 120px, ScrollSpeed: 17px/s",N/A,N/A,Landscape,Account Funding,Electronics,Safari,Android,Yes
63429,36756,05-01-2024 10:26,188.34,1738b27a-4db3-449b-8ab5-572725ca3ec2,105.132.189.213,South Miguel,"[0.25, 0.27, 0.17]","Move: (x:204, y:78), Click: (x:247, y:263)","ScrollLength: 489px, ScrollSpeed: 12px/s",N/A,N/A,Landscape,Online Purchase,Grocery,Opera,Android,Yes
85736,58770,29-03-2024 20:18,882.46,5a5eae48-f8b8-468e-9b4f-f5b70f5b20ff,9.37.196.157,Michaelside,"[0.13, 0.3, 0.12]","Move: (x:203, y:171), Click: (x:366, y:175)","ScrollLength: 177px, ScrollSpeed: 50px/s",N/A,N/A,Landscape,Bank Transfer,Grocery,Safari,Android,Yes
40177,55680,02-02-2024 08:03,339.56,b7c5e369-0bc5-4f9a-8771-eef15505eb04,20.214.92.244,West Curtis,"[0.14, 0.13, 0.16]","Move: (x:180, y:171), Click: (x:267, y:174)","ScrollLength: 221px, ScrollSpeed: 30px/s",N/A,N/A,Landscape,Bill Payment,Clothing,Firefox,Android,Yes
99444,21507,26-01-2024 18:11,679.38,76a5a818-b75e-4ee4-8b14-34e06ead88d5,60.252.153.198,Danielside,"[0.13, 0.07, 0.22]","Move: (x:236, y:253), Click: (x:309, y:163)","ScrollLength: 324px, ScrollSpeed: 19px/s",N/A,N/A,Landscape,Account Funding,Clothing,Edge,macOS,Yes
71613,92229,06-01-2024 08:21,325.64,28d91851-0222-46c0-8c30-b4c6e7cd91c8,54.246.51.229,Brownborough,"[0.11, 0.14, 0.15]","Move: (x:201, y:299), Click: (x:137, y:103)","ScrollLength: 430px, ScrollSpeed: 42px/s",N/A,N/A,N/A,Bill Payment,Electronics,Edge,Windows 11,Yes
93654,46913,03-03-2024 07:28,150.85,052f5396-32e8-4d14-b657-af9e660db21a,152.87.209.66,Douglasshire,"[0.17, 0.19, 0.19]","Move: (x:121, y:147), Click: (x:142, y:333)","ScrollLength: 132px, ScrollSpeed: 33px/s",N/A,N/A,N/A,Online Purchase,Utilities,Opera,Windows 11,Yes
81705,50894,11-01-2024 05:27,193.26,d7d6c1ca-954f-4bde-a832-8840143ac569,28.247.127.177,Pattersonview,"[0.12, 0.07, 0.19]","Move: (x:60, y:101), Click: (x:190, y:317)","ScrollLength: 121px, ScrollSpeed: 26px/s",N/A,N/A,Landscape,Bill Payment,Grocery,Chrome,Windows 10,Yes
37503,45813,01-03-2024 05:38,97.23,c03c6c76-4a59-4514-86c3-a6ae85657939,175.135.172.127,Port Christopher,"[0.05, 0.18, 0.19]","Move: (x:76, y:175), Click: (x:375, y:320)","ScrollLength: 134px, ScrollSpeed: 27px/s",N/A,N/A,N/A,Online Purchase,Electronics,Edge,macOS,Yes
98912,70151,20-01-2024 12:54,151.65,000a0d8f-f29e-4faa-80f7-c3c9a7aff227,21.101.44.186,West Jamieside,"[0.17, 0.2, 0.22]","Move: (x:270, y:163), Click: (x:235, y:348)","ScrollLength: 170px, ScrollSpeed: 29px/s",N/A,N/A,Landscape,Bank Transfer,Clothing,Chrome,iOS,Yes
71851,24167,03-02-2024 04:03,568.16,291466fa-bae0-4a3c-a2e8-32b051d74196,173.214.255.7,Port Sherryport,"[0.18, 0.19, 0.06]","Move: (x:72, y:111), Click: (x:229, y:253)","ScrollLength: 397px, ScrollSpeed: 46px/s",N/A,N/A,N/A,Account Funding,Utilities,Opera,iOS,Yes
58684,65669,13-03-2024 14:33,30.24,742b3a81-1321-4939-8159-1196c6738110,17.160.92.242,Lake Michael,"[0.27, 0.09, 0.13]","Move: (x:107, y:296), Click: (x:267, y:321)","ScrollLength: 354px, ScrollSpeed: 32px/s",N/A,N/A,Portrait,Bill Payment,Utilities,Safari,Windows 11,Yes
53739,93664,17-03-2024 14:18,210.73,bd0d4a37-6859-4c21-8c67-b82ca02984a6,190.8.90.75,South Rebeccastad,"[0.14, 0.23, 0.22]","Move: (x:78, y:140), Click: (x:185, y:172)","ScrollLength: 125px, ScrollSpeed: 44px/s",N/A,N/A,Landscape,Online Purchase,Utilities,Chrome,iOS,Yes
49159,83614,09-03-2024 19:27,355.13,684f5db3-ddc6-476a-a594-9c4e449cbb59,31.227.1.147,North Janet,"[0.2, 0.21, 0.09]","Move: (x:50, y:177), Click: (x:390, y:125)","ScrollLength: 496px, ScrollSpeed: 33px/s",N/A,N/A,Portrait,Account Funding,Grocery,Safari,Windows 10,Yes
64173,40625,18-03-2024 02:57,908.19,c83fabdb-08e3-4a7a-9c45-bfb490983445,7.171.72.193,Johnsonside,"[0.08, 0.11, 0.11]","Move: (x:265, y:246), Click: (x:226, y:190)","ScrollLength: 103px, ScrollSpeed: 27px/s",N/A,N/A,N/A,Bank Transfer,Grocery,Safari,macOS,Yes
50111,33370,09-01-2024 06:31,989.33,ba59992d-a156-45c0-9d73-5245aa17083c,211.103.54.2,North Davidshire,"[0.19, 0.11, 0.29]","Move: (x:234, y:175), Click: (x:180, y:279)","ScrollLength: 357px, ScrollSpeed: 12px/s",N/A,N/A,Portrait,Bill Payment,Grocery,Edge,iOS,Yes
85992,80009,05-01-2024 12:52,216.96,3ba24bd1-3408-4039-ac6b-48562bd2eb2b,207.203.100.33,Powersmouth,"[0.11, 0.26, 0.18]","Move: (x:208, y:262), Click: (x:294, y:181)","ScrollLength: 461px, ScrollSpeed: 12px/s",N/A,N/A,Landscape,Bank Transfer,Electronics,Opera,macOS,Yes
86093,39252,01-02-2024 07:16,182.33,3b0cc9ba-9263-4e40-83c1-0be047f7b3a5,58.141.82.181,West Alexander,"[0.08, 0.19, 0.13]","Move: (x:296, y:153), Click: (x:104, y:334)","ScrollLength: 224px, ScrollSpeed: 26px/s",N/A,N/A,Landscape,Bank Transfer,Entertainment,Firefox,macOS,Yes
96154,65439,15-01-2024 02:31,335.19,9df8c63b-1e50-43bc-9786-28b05658c6b9,221.19.69.246,Adriennehaven,"[0.18, 0.14, 0.3]","Move: (x:158, y:124), Click: (x:329, y:375)","ScrollLength: 155px, ScrollSpeed: 47px/s",N/A,N/A,Portrait,Bill Payment,Electronics,Chrome,iOS,Yes
72912,79502,11-02-2024 02:19,728.43,968cc7d0-2590-44ba-9e10-2b7092c92880,85.79.72.221,North Matthewborough,"[0.13, 0.26, 0.11]","Move: (x:286, y:263), Click: (x:356, y:259)","ScrollLength: 439px, ScrollSpeed: 30px/s",N/A,N/A,Landscape,Bank Transfer,Clothing,Chrome,macOS,Yes
54935,14217,27-02-2024 13:05,574.79,b6a056f1-79e5-4576-894e-445fb8d988ed,137.221.49.81,Michelleland,"[0.1, 0.25, 0.24]","Move: (x:161, y:285), Click: (x:147, y:326)","ScrollLength: 477px, ScrollSpeed: 16px/s",N/A,N/A,Portrait,Bill Payment,Entertainment,Chrome,Android,Yes
66983,88022,16-01-2024 16:50,654.1,9a2aceb0-9a1e-403a-89cf-11a1f61239f4,84.247.3.15,North Shari,"[0.15, 0.18, 0.15]","Move: (x:88, y:217), Click: (x:235, y:192)","ScrollLength: 195px, ScrollSpeed: 45px/s",N/A,N/A,Landscape,Bill Payment,Clothing,Safari,Windows 10,Yes
36440,10398,05-02-2024 01:55,155.2,1ed7c02f-1f8c-4b76-9fa7-b4b251c163d0,38.117.110.67,Jamesbury,"[0.09, 0.19, 0.1]","Move: (x:88, y:152), Click: (x:285, y:168)","ScrollLength: 164px, ScrollSpeed: 50px/s",N/A,N/A,Landscape,Bill Payment,Electronics,Chrome,Android,Yes
51790,35828,27-01-2024 04:52,208.55,cf3bde68-a7ae-42f8-b2b9-d2f6a7c84385,14.45.160.21,North Shawnmouth,"[0.07, 0.08, 0.21]","Move: (x:155, y:280), Click: (x:137, y:247)","ScrollLength: 211px, ScrollSpeed: 18px/s",N/A,N/A,N/A,Bill Payment,Entertainment,Firefox,iOS,Yes
92806,42566,09-03-2024 01:21,400.39,a9227dba-9333-4dd1-9a4a-1d607306f8b6,7.35.146.230,Santosshire,"[0.25, 0.28, 0.24]","Move: (x:174, y:106), Click: (x:180, y:159)","ScrollLength: 211px, ScrollSpeed: 19px/s",N/A,N/A,N/A,Online Purchase,Utilities,Chrome,Windows 11,Yes
57413,40063,05-02-2024 04:42,825.4,3b937ef0-111c-45fd-912f-f69ed239bcea,71.72.212.111,Doyletown,"[0.13, 0.14, 0.23]","Move: (x:260, y:281), Click: (x:215, y:308)","ScrollLength: 391px, ScrollSpeed: 43px/s",N/A,N/A,Landscape,Bank Transfer,Utilities,Chrome,Android,Yes
56173,17204,16-02-2024 21:03,738.29,bde9c1f5-4c72-40f5-bbc1-933b928b6560,162.118.4.96,Donaldmouth,"[0.07, 0.3, 0.16]","Move: (x:234, y:130), Click: (x:296, y:390)","ScrollLength: 176px, ScrollSpeed: 43px/s",N/A,N/A,N/A,Online Purchase,Grocery,Firefox,Windows 10,Yes
23601,55452,06-03-2024 09:00,776.34,c98b3f08-93b2-40ad-b6bc-62c482fe6b2a,173.53.173.147,East Alisha,"[0.17, 0.1, 0.14]","Move: (x:248, y:164), Click: (x:213, y:247)","ScrollLength: 388px, ScrollSpeed: 14px/s",N/A,N/A,Portrait,Bank Transfer,Entertainment,Opera,iOS,Yes
28588,99004,30-01-2024 16:13,570.87,3ca0f96f-eadd-4546-92a6-ba248cd35a30,202.108.85.10,East Timothyhaven,"[0.1, 0.17, 0.29]","Move: (x:269, y:250), Click: (x:326, y:251)","ScrollLength: 368px, ScrollSpeed: 46px/s",N/A,N/A,Portrait,Bank Transfer,Entertainment,Safari,Windows 11,Yes
82589,20236,01-04-2024 21:06,688.7,dcb4da5d-72b6-4d68-adcb-eb389b9f989b,132.233.42.255,South Ralphshire,"[0.19, 0.22, 0.28]","Move: (x:100, y:120), Click: (x:230, y:202)","ScrollLength: 107px, ScrollSpeed: 43px/s",N/A,N/A,Portrait,Account Funding,Entertainment,Chrome,Windows 10,Yes
60314,38318,16-01-2024 21:17,592.7,296a65eb-b978-4dac-8c5a-4700a78dd9e1,9.43.129.196,Julieville,"[0.11, 0.26, 0.06]","Move: (x:129, y:140), Click: (x:297, y:127)","ScrollLength: 434px, ScrollSpeed: 20px/s",N/A,N/A,Landscape,Account Funding,Clothing,Safari,iOS,Yes
32746,73365,29-01-2024 02:03,116.26,a8655f0c-b414-4d4b-8da0-b40f0181aa74,106.64.241.64,North Vicki,"[0.06, 0.25, 0.24]","Move: (x:154, y:106), Click: (x:359, y:164)","ScrollLength: 129px, ScrollSpeed: 41px/s",N/A,N/A,Landscape,Online Purchase,Grocery,Firefox,macOS,Yes
20112,92023,12-01-2024 23:49,141.16,b531c62b-1a99-41d0-ad99-f358205a4f3e,152.203.252.54,Allisonton,"[0.12, 0.27, 0.13]","Move: (x:181, y:113), Click: (x:243, y:329)","ScrollLength: 462px, ScrollSpeed: 40px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Opera,Linux,Yes
16655,35752,04-01-2024 00:24,423.23,f38b860a-c220-47fd-9666-e7d5c182cce6,223.254.58.217,West Jamesstad,"[0.17, 0.1, 0.27]","Move: (x:188, y:250), Click: (x:316, y:237)","ScrollLength: 265px, ScrollSpeed: 47px/s",N/A,N/A,Portrait,Bank Transfer,Grocery,Edge,Linux,Yes
48965,50118,26-02-2024 21:39,242.05,61b84714-db11-4a9f-96db-d945dfb22234,80.238.61.253,Davidtown,"[0.24, 0.24, 0.09]","Move: (x:107, y:193), Click: (x:371, y:342)","ScrollLength: 164px, ScrollSpeed: 24px/s",N/A,N/A,Landscape,Online Purchase,Grocery,Edge,macOS,Yes
91796,77076,11-02-2024 07:24,128.92,c0e9e8d3-be14-4cee-9ee5-e5c8a8e5ae58,29.235.238.225,North Mirandaland,"[0.14, 0.11, 0.18]","Move: (x:124, y:142), Click: (x:254, y:186)","ScrollLength: 393px, ScrollSpeed: 37px/s",N/A,N/A,N/A,Online Purchase,Electronics,Opera,Windows 11,Yes
74957,39060,18-02-2024 13:59,630.55,873920e2-ff60-4452-8d1d-33ec826b4507,128.66.215.147,Lake Amanda,"[0.11, 0.22, 0.08]","Move: (x:150, y:92), Click: (x:292, y:137)","ScrollLength: 455px, ScrollSpeed: 39px/s",N/A,N/A,Landscape,Account Funding,Entertainment,Safari,Windows 10,Yes
10847,81996,05-03-2024 03:06,63.98,b748b5c3-4e26-43b7-9f87-31f6b3c93fcc,176.17.24.19,West Johnland,"[0.11, 0.15, 0.27]","Move: (x:171, y:74), Click: (x:216, y:397)","ScrollLength: 276px, ScrollSpeed: 29px/s",N/A,N/A,Landscape,Bill Payment,Entertainment,Chrome,Linux,Yes
15342,62023,28-01-2024 09:06,38.05,dfa2df0e-fd12-4cb9-b9b9-0bd32b3c1877,129.9.205.66,Cardenasberg,"[0.07, 0.13, 0.12]","Move: (x:293, y:124), Click: (x:387, y:366)","ScrollLength: 143px, ScrollSpeed: 42px/s",N/A,N/A,N/A,Bill Payment,Electronics,Firefox,macOS,Yes
14424,38109,02-04-2024 14:25,785.97,dbf6cd0b-ee2f-4c55-82c3-7efe168e80f0,55.121.110.124,East Craig,"[0.28, 0.21, 0.13]","Move: (x:260, y:273), Click: (x:270, y:265)","ScrollLength: 194px, ScrollSpeed: 48px/s",N/A,N/A,N/A,Bank Transfer,Utilities,Firefox,macOS,Yes
28873,58788,28-01-2024 07:07,412.47,a710d3c9-7b8c-49e6-98da-3add7ee06df0,82.84.74.72,Port Stephanieview,"[0.26, 0.11, 0.13]","Move: (x:179, y:118), Click: (x:343, y:328)","ScrollLength: 238px, ScrollSpeed: 43px/s",N/A,N/A,N/A,Account Funding,Grocery,Edge,iOS,Yes
13898,79569,01-01-2024 09:49,284.26,aeedd25f-8cda-405e-9eb9-b65092d1771a,167.152.163.253,Jennifertown,"[0.24, 0.14, 0.28]","Move: (x:72, y:257), Click: (x:241, y:331)","ScrollLength: 396px, ScrollSpeed: 45px/s",N/A,N/A,Portrait,Online Purchase,Grocery,Opera,Android,Yes
37286,40458,18-02-2024 01:44,994.34,c9843986-5d02-4791-9744-30b7fc0983c4,129.247.78.146,Port Amandaburgh,"[0.28, 0.27, 0.29]","Move: (x:58, y:182), Click: (x:238, y:218)","ScrollLength: 241px, ScrollSpeed: 39px/s",N/A,N/A,Portrait,Bill Payment,Entertainment,Safari,macOS,Yes
65041,77089,23-02-2024 00:00,131.76,b8f6e1c8-7c16-4695-8d20-3647f98de6e6,130.168.192.224,East Richardfort,"[0.26, 0.26, 0.06]","Move: (x:62, y:261), Click: (x:185, y:143)","ScrollLength: 314px, ScrollSpeed: 33px/s",N/A,N/A,N/A,Bill Payment,Utilities,Edge,Android,Yes
95527,66091,13-01-2024 21:21,486.24,9fde60f5-d3a2-4f6f-8808-34edc8d6a59f,13.22.53.154,Greenemouth,"[0.29, 0.23, 0.12]","Move: (x:242, y:96), Click: (x:117, y:114)","ScrollLength: 169px, ScrollSpeed: 20px/s",N/A,N/A,N/A,Bill Payment,Grocery,Chrome,Windows 11,Yes
14212,75884,28-03-2024 08:30,378.82,3511274b-fc04-490b-be52-86b1f30b3505,218.58.204.238,Lake Michael,"[0.2, 0.15, 0.06]","Move: (x:112, y:146), Click: (x:314, y:193)","ScrollLength: 288px, ScrollSpeed: 50px/s",N/A,N/A,Landscape,Bill Payment,Entertainment,Opera,Linux,Yes
70382,23458,02-04-2024 06:03,520.51,b1326629-5705-4f1a-897f-1fa838dc6c2f,135.72.237.154,New Tylerfort,"[0.22, 0.18, 0.07]","Move: (x:295, y:178), Click: (x:270, y:172)","ScrollLength: 458px, ScrollSpeed: 25px/s",N/A,N/A,N/A,Account Funding,Grocery,Safari,Linux,Yes
74620,98914,29-01-2024 16:24,241.98,1cc3d6ca-1fd7-477d-bc55-7cdb772bce4a,6.60.215.113,Barnesshire,"[0.29, 0.29, 0.15]","Move: (x:259, y:62), Click: (x:234, y:347)","ScrollLength: 386px, ScrollSpeed: 48px/s",N/A,N/A,N/A,Bank Transfer,Utilities,Safari,iOS,Yes
79689,72946,21-03-2024 21:53,10.97,a5be1707-91bc-409a-9d18-76080646d20a,184.23.254.242,Rogersbury,"[0.24, 0.18, 0.22]","Move: (x:134, y:208), Click: (x:317, y:146)","ScrollLength: 477px, ScrollSpeed: 31px/s",N/A,N/A,Landscape,Account Funding,Grocery,Opera,Android,Yes
36314,90640,26-01-2024 03:16,617.82,8bfc508f-8349-44bd-ba0b-6ee512d8c755,85.108.232.184,West Joseph,"[0.13, 0.09, 0.26]","Move: (x:182, y:151), Click: (x:346, y:305)","ScrollLength: 213px, ScrollSpeed: 43px/s",N/A,N/A,N/A,Online Purchase,Utilities,Firefox,macOS,Yes
21307,17316,26-01-2024 19:18,647.63,5ea77652-2e06-4afa-a7f9-2a7fbd4aa842,9.66.199.32,Bennettstad,"[0.1, 0.3, 0.12]","Move: (x:272, y:79), Click: (x:287, y:113)","ScrollLength: 126px, ScrollSpeed: 41px/s",N/A,N/A,Portrait,Account Funding,Grocery,Chrome,iOS,Yes
53118,45401,07-03-2024 09:40,695.17,67dcc1c4-f95e-4103-8438-438a6e635b66,104.252.156.231,East Stephanieville,"[0.3, 0.14, 0.16]","Move: (x:66, y:177), Click: (x:130, y:150)","ScrollLength: 367px, ScrollSpeed: 29px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Edge,iOS,Yes
61667,24906,04-01-2024 05:37,332.22,cf7a5331-f00a-44f6-a485-6a7d69d552e7,6.131.95.238,Kristopherport,"[0.23, 0.05, 0.1]","Move: (x:101, y:212), Click: (x:121, y:332)","ScrollLength: 127px, ScrollSpeed: 47px/s",N/A,N/A,Landscape,Bank Transfer,Entertainment,Firefox,Windows 10,Yes
95507,39159,08-01-2024 18:53,336.73,5e58524c-ab28-48ba-b536-6b036f470c6e,204.107.35.175,Alisonland,"[0.28, 0.29, 0.18]","Move: (x:257, y:155), Click: (x:190, y:304)","ScrollLength: 185px, ScrollSpeed: 13px/s",N/A,N/A,N/A,Bank Transfer,Grocery,Firefox,Windows 10,Yes
65415,28647,02-02-2024 08:02,730.9,b5617ded-bf4a-459a-ad4b-bf73e9c59ea2,131.105.76.201,Montoyaport,"[0.28, 0.17, 0.08]","Move: (x:162, y:201), Click: (x:121, y:326)","ScrollLength: 242px, ScrollSpeed: 40px/s",N/A,N/A,Landscape,Account Funding,Entertainment,Opera,macOS,Yes
66828,69641,20-02-2024 18:32,718.11,b7465034-e6e3-4a96-bf9f-c0e9f9dc0225,66.141.233.185,Aguirrebury,"[0.12, 0.13, 0.12]","Move: (x:170, y:272), Click: (x:156, y:172)","ScrollLength: 290px, ScrollSpeed: 45px/s",N/A,N/A,Portrait,Online Purchase,Entertainment,Opera,Linux,Yes
15706,17857,02-02-2024 09:18,830.75,2fd459ef-8d23-47af-9788-cad66bee13fe,29.18.38.237,Juarezhaven,"[0.09, 0.29, 0.14]","Move: (x:154, y:166), Click: (x:112, y:171)","ScrollLength: 400px, ScrollSpeed: 12px/s",N/A,N/A,Portrait,Account Funding,Utilities,Firefox,Android,Yes
17114,33890,04-02-2024 03:14,287.08,d8d97b13-de0a-4206-9771-f487e195f27d,112.123.113.69,Mcguireport,"[0.07, 0.08, 0.26]","Move: (x:103, y:185), Click: (x:129, y:301)","ScrollLength: 491px, ScrollSpeed: 40px/s",N/A,N/A,N/A,Bank Transfer,Clothing,Opera,Linux,Yes
68619,68204,15-02-2024 21:51,116.73,a650b9d7-460c-426c-99f4-15fa88dccc7e,10.109.243.83,Lake Mckenzie,"[0.2, 0.28, 0.15]","Move: (x:105, y:277), Click: (x:123, y:138)","ScrollLength: 464px, ScrollSpeed: 35px/s",N/A,N/A,Portrait,Account Funding,Clothing,Safari,macOS,Yes
48156,87259,11-01-2024 17:31,210.35,e00ecbd2-0223-4c18-88fa-b2b062418405,27.14.220.173,Stevenstad,"[0.06, 0.2, 0.18]","Move: (x:186, y:261), Click: (x:261, y:198)","ScrollLength: 188px, ScrollSpeed: 29px/s",N/A,N/A,N/A,Bill Payment,Utilities,Firefox,Windows 10,Yes
78215,50138,21-01-2024 23:21,884.62,fae8fb78-9884-49da-8f47-73b623235f24,178.148.235.93,New Gina,"[0.22, 0.17, 0.11]","Move: (x:192, y:75), Click: (x:292, y:236)","ScrollLength: 140px, ScrollSpeed: 48px/s",N/A,N/A,Landscape,Bill Payment,Entertainment,Edge,Linux,Yes
88788,12371,11-01-2024 13:37,611.26,dd0bc644-caa2-40b9-a918-ed7845dcd1d1,179.188.213.179,Jamieborough,"[0.2, 0.06, 0.1]","Move: (x:191, y:100), Click: (x:269, y:266)","ScrollLength: 379px, ScrollSpeed: 34px/s",N/A,N/A,N/A,Bill Payment,Utilities,Opera,Windows 11,Yes
98912,70151,20-01-2024 12:54,151.65,000a0d8f-f29e-4faa-80f7-c3c9a7aff227,21.101.44.186,West Jamieside,"[0.17, 0.2, 0.22]","Move: (x:270, y:163), Click: (x:235, y:348)","ScrollLength: 170px, ScrollSpeed: 29px/s",N/A,N/A,Landscape,Bank Transfer,Clothing,Chrome,iOS,Yes
69032,40090,27-03-2024 16:14,181.6,71241b60-e071-4832-a76f-93db7360b79b,173.34.242.238,South Samanthaport,"[0.12, 0.07, 0.19]","Move: (x:64, y:123), Click: (x:222, y:172)","ScrollLength: 216px, ScrollSpeed: 45px/s",N/A,N/A,Landscape,Bank Transfer,Clothing,Edge,iOS,Yes
35714,22885,18-02-2024 18:48,22.9,81aaa751-10df-4924-b12f-d89dd86f749b,57.137.250.111,East Timothy,"[0.09, 0.25, 0.12]","Move: (x:280, y:101), Click: (x:161, y:131)","ScrollLength: 145px, ScrollSpeed: 38px/s",N/A,N/A,Landscape,Bill Payment,Grocery,Safari,Linux,Yes
67891,47075,29-01-2024 16:02,237.48,c21a9c34-9049-447e-a955-b0e8b2ceefaa,145.185.63.126,Levychester,"[0.16, 0.14, 0.09]","Move: (x:260, y:110), Click: (x:352, y:234)","ScrollLength: 413px, ScrollSpeed: 18px/s",N/A,N/A,Portrait,Bill Payment,Utilities,Opera,Windows 11,Yes
36314,90640,26-01-2024 03:16,617.82,8bfc508f-8349-44bd-ba0b-6ee512d8c755,85.108.232.184,West Joseph,"[0.13, 0.09, 0.26]","Move: (x:182, y:151), Click: (x:346, y:305)","ScrollLength: 213px, ScrollSpeed: 43px/s",N/A,N/A,N/A,Online Purchase,Utilities,Firefox,macOS,Yes
78369,97248,13-02-2024 23:11,107.19,de51ea95-7f6b-4795-87ad-722280d5e5f9,31.218.32.89,North Erikberg,"[0.09, 0.09, 0.24]","Move: (x:218, y:201), Click: (x:262, y:178)","ScrollLength: 114px, ScrollSpeed: 43px/s",N/A,N/A,N/A,Bill Payment,Entertainment,Chrome,Linux,Yes
96820,58868,14-01-2024 16:04,502.07,2e1af939-8b0c-4b72-8ef2-2e4225a9ae81,129.179.204.40,Douglastown,"[0.15, 0.19, 0.14]","Move: (x:127, y:141), Click: (x:266, y:102)","ScrollLength: 139px, ScrollSpeed: 41px/s",N/A,N/A,N/A,Bill Payment,Clothing,Firefox,macOS,Yes
12661,42970,28-02-2024 05:44,68.96,7c5f3a2f-892a-4e26-b317-8fe2707c408f,143.115.168.200,Port Laura,"[0.14, 0.09, 0.2]","Move: (x:97, y:183), Click: (x:159, y:372)","ScrollLength: 176px, ScrollSpeed: 44px/s",N/A,N/A,Landscape,Bill Payment,Electronics,Opera,Linux,Yes
61128,98492,16-01-2024 11:09,772.31,e45f446d-a3bf-4834-9a1f-8578df550bd2,160.168.234.236,Amyland,"[0.07, 0.13, 0.21]","Move: (x:260, y:274), Click: (x:378, y:367)","ScrollLength: 255px, ScrollSpeed: 29px/s",N/A,N/A,Landscape,Account Funding,Electronics,Edge,macOS,Yes
18124,75596,23-01-2024 22:28,705.67,32f28934-c360-4d11-8b52-7e56e832eeaf,65.180.75.104,East Kathy,"[0.27, 0.2, 0.13]","Move: (x:175, y:252), Click: (x:278, y:251)","ScrollLength: 237px, ScrollSpeed: 24px/s",N/A,N/A,N/A,Online Purchase,Grocery,Chrome,macOS,Yes
33578,45097,24-03-2024 00:55,119.99,1f44233d-38a5-440d-a81b-f3ecf2137e03,11.245.94.189,New Tonystad,"[0.15, 0.09, 0.23]","Move: (x:135, y:145), Click: (x:295, y:224)","ScrollLength: 110px, ScrollSpeed: 48px/s",N/A,N/A,N/A,Online Purchase,Electronics,Firefox,Windows 11,Yes
14393,87276,13-01-2024 08:22,649.45,fd44f119-c9cd-4e84-9a4f-102d9c4f8359,105.141.23.181,North Hannahport,"[0.14, 0.05, 0.14]","Move: (x:59, y:222), Click: (x:321, y:317)","ScrollLength: 489px, ScrollSpeed: 29px/s",N/A,N/A,N/A,Bank Transfer,Grocery,Safari,Android,Yes
